title,movieId,rating
The Water Diviner,117871,
Dying of the Light,118248,
Kill the Messenger,118354,
A Most Violent Year,118898,
Top Five,118924,
Wicked Blood,122490,
Ben-Hur,122888,
Elsa & Fred,122932,
The Gambler,124859,
American Heist,126420,
Dope,127198,
The Second Best Exotic Marigold Hotel,129428,
"McFarland, USA",129659,
Unfinished Business,129737,
While We're Young,130452,
Midnight Special,130576,
Paul Blart: Mall Cop 2,132157,
Danny Collins,132496,
Maggie,133782,
Hot Pursuit,133798,
Survivor,134246,
Aloha,134528,
The Face of an Angel,136654,
Magic Mike XXL,137595,
Opposite Sex,138546,
Anomalisa,139855,
Green Room,141866,
De jurk,141886,
Tiger Orange,142068,
Into the Grizzly Maze,143472,
Concussion,145839,
The Peanuts Movie,145935,
The Ridiculous 6,148652,
Zoolander 2,148888,
Daddy's Home,149352,
Swelter,149612,
Pride and Prejudice and Zombies,149830,
Close Range,150401,
Keanu,155820,
I Am Wrath,157407,
The Maid's Room,160440,
